Month,Year,Date,American Canyon,American Canyon,American Canyon,American Canyon,American Canyon,Benicia,Benicia,Benicia,Benicia,Benicia,Burlingame,Burlingame,Burlingame,Burlingame,Burlingame,CCCSD,CCCSD,CCCSD,CCCSD,CCCSD,CMSA,CMSA,CMSA,CMSA,CMSA,Port Costa,Port Costa,Port Costa,Port Costa,Port Costa,Delta Diablo,Delta Diablo,Delta Diablo,Delta Diablo,Delta Diablo,EBDA,EBDA,EBDA,EBDA,EBDA,EBMUD,EBMUD,EBMUD,EBMUD,EBMUD,Fairfield-Suisun,Fairfield-Suisun,Fairfield-Suisun,Fairfield-Suisun,Fairfield-Suisun,Las Gallinas,Las Gallinas,Las Gallinas,Las Gallinas,Las Gallinas,Paradise Cove,Paradise Cove,Paradise Cove,Paradise Cove,Paradise Cove,Tiburon,Tiburon,Tiburon,Tiburon,Tiburon,Millbrae,Millbrae,Millbrae,Millbrae,Millbrae,Mt View,Mt View,Mt View,Mt View,Mt View,Napa,Napa,Napa,Napa,Napa,Novato,Novato,Novato,Novato,Novato,Palo Alto,Palo Alto,Palo Alto,Palo Alto,Palo Alto,Petaluma,Petaluma,Petaluma,Petaluma,Petaluma,Pinole,Pinole,Pinole,Pinole,Pinole,Rodeo,Rodeo,Rodeo,Rodeo,Rodeo,SFO Airport,SFO Airport,SFO Airport,SFO Airport,SFO Airport,SFPUC Southeast Plant,SFPUC Southeast Plant,SFPUC Southeast Plant,SFPUC Southeast Plant,SFPUC Southeast Plant,San Jose,San Jose,San Jose,San Jose,San Jose,San Mateo,San Mateo,San Mateo,San Mateo,San Mateo,SMCSD,SMCSD,SMCSD,SMCSD,SMCSD,SASM,SASM,SASM,SASM,SASM,SVCW,SVCW,SVCW,SVCW,SVCW,Sonoma Valley,Sonoma Valley,Sonoma Valley,Sonoma Valley,Sonoma Valley,South SF,South SF,South SF,South SF,South SF,Sunnyvale,Sunnyvale,Sunnyvale,Sunnyvale,Sunnyvale,Treasure Island,Treasure Island,Treasure Island,Treasure Island,Treasure Island,Vallejo,Vallejo,Vallejo,Vallejo,Vallejo,West County,West County,West County,West County,West County
10,2021,10/1/2021,1.4238,0.176,13.7282,13.9042,12.6722,2.0935,178.2735,39.2202,217.4937,11.2907,2.9139,166.1237,75.859,282.3686,46.6728,34.3032,3972.5846,61.3142,4033.8988,158.787,13.1277,1163.0862,161.16,941.9298,132.3741,0.0204,0.0118,,,,7.1613,768.6767,9.6991,778.3758,20.403,63.9194,6722,840,7562.5,598.5,57.9677,8630.4056,431.49,9470.07,936.7875,14.2545,9.4934,1151.4027,1160.896,271.6605,0.5652,6.876,25.2919,31.3317,10.1922,0.0143,1.62,,,,0.7452,42.18,,,,1.7539,255.4875,2.1764,257.6639,20.8175,1.2113,1.4867,101.5288,103.0155,13.0537,0,0,0,0,0,4.5511,14.4875,103.4819,117.9694,2.2766,18.4161,12.0412,2084.9673,2097.0084,334.3039,0,0,0,0,0,2.7267,184.3064,88.1417,272.4481,28.1553,0.6571,22,25,47,11,0.8697,36.7561,2.8588,39.6149,6.5973,44.3296,6243.948,97.5876,6109.2047,132.1235,76.2594,92.7904,3952.017,4044.8074,257.7654,10.8956,1044.815,184.0816,1228.8966,126.2812,1.3646,55.5873,53.2133,103.2964,18.4682,3.301,97.9532,139.0609,214.9123,39.822,14.0839,2349.1035,27.4245,2376.5279,230.5462,0,0,0,0,0,8.5703,1034.9655,27.8513,1025.6492,187.0106,8.2994,109.7925,577.4064,687.1989,185.1683,0.3455,4.8631,10.4489,15.312,2.5097,10.9913,592.8048,83.9513,676.7561,118.5292,14.1728,850.3063,24.4019,1130.7195,91.0936
11,2021,11/1/2021,1.564,3.9266,29.1687,33.0953,25.8031,1.755,169.7573,22.1423,191.8995,15.4996,2.4443,172.3689,98.6333,271.0022,5.2668,35.1467,4274.1356,46.5086,4320.6441,182.6726,12.4032,773.2947,138.4862,911.781,134.3367,0.0165,,,,,8.3267,1155.5037,47.3125,1202.8162,19.9678,67.5167,7722,1265.5,8987.5,826,56.3,9952.0267,632.852,11018.892,744.5095,16.9069,23.4386,1439.655,1463.0936,188.9862,2.0113,12.0797,50.5837,62.6635,20.3845,0.015,0.0095,,,,0.7007,38.9424,,,,1.4603,173.7315,30.6926,204.4241,19.6896,0.9119,0.3822,86.8658,87.248,12.1612,2.5487,7.3956,97.4023,104.7979,11.6154,4.333,29.4322,112.8233,142.2554,2.7797,18.797,6.2689,2068.2186,2074.4875,364.1813,6.8433,20.2876,2.6344,22.922,24.5268,2.3897,289.1929,53.7073,342.9002,39.6607,0.547,47,14,61,1,0.7223,87.6682,1.6805,89.3487,1.3444,44.6426,5569.8887,116.2346,5686.1233,139.8472,79.085,130.729,4327.6129,4458.3418,259.7158,9.4887,796.8473,457.9197,1254.7671,141.4171,1.2246,28.8096,72.5433,113.6339,22.2812,2.98,74.0232,153.6332,223.4664,44.6933,13.088,2196.6323,173.4386,2370.0709,267.6404,0,0,0,0,0,6.9891,863.5693,34.6421,921.7945,121.6613,9.5953,114.7854,674.3644,789.1498,209.8022,0.3774,4.1559,10.0574,14.2133,3.4356,10.1887,758.8357,159.3069,918.1426,119.9391,7.5357,520.2483,48.5918,568.8401,52.6494
12,2021,12/1/2021,2.4039,0.3083,30.8288,31.1371,57.9582,2.6839,182.2478,19.4398,201.6875,13.3648,4.88,464.8737,29.1051,493.9788,57.6039,47.9258,4715.2899,49.1566,4747.5478,182.1587,21.8461,1022.9396,44.4457,1067.3853,122.1436,0.0359,,,,,9.8677,1308.7205,27.5548,1336.2753,29.4814,80.3613,7979,1147,9126,748.5,89.0645,8860.0121,453.2538,9436.9513,672.0268,20.6244,5.2332,1129.6389,1134.8721,169.5275,4.7471,112.1546,120.363,125.5283,35.1059,0.0225,0.5678,,,,1.1087,29.2074,,,,2.6729,188.1145,39.7728,227.8873,28.4859,1.5168,2.162,89.0232,91.1852,13.0355,17.8052,290.1195,226.3852,516.5047,162.7355,6.9429,41.3019,75.9422,117.2442,3.3308,20.8765,5.5489,2247.3059,2252.8548,333.8099,6.7652,16.2944,5.6487,21.9432,21.7259,3.7092,383.0609,9.3637,392.4246,25.5374,1.0102,28,20,48,13,1.0657,111.5969,0.8942,112.4911,4.2922,52.1385,6673.0307,148.888,6821.9187,169.4157,87.9044,177.4177,4638.3259,4815.7437,396.3159,16.8809,1587.2973,111.7128,1699.01,193.3022,1.9713,61.5743,47.9257,117.9709,17.327,5.0942,90.3858,120.5144,210.9002,38.414,19.4289,2661.12,63.0639,2724.1838,211.1065,1.7274,0.5818,0,0,0,12.058,1204.2404,76.0615,1102.4081,138.7982,15.9929,756.6972,979.6526,1736.3498,406.7247,0.4988,3.5768,3.243,6.8198,2.7542,18.5832,852.4558,129.2445,981.7003,132.6699,25.1468,1015.894,60.225,1076.119,89.5153
1,2022,1/1/2022,1.8725,0.462,62.8265,63.2884,32.3371,2.0674,259.8024,11.0219,270.8243,22.8311,2.9445,401.6642,6.8857,408.5499,37.2974,40.9032,4565.6373,43.3742,4609.0115,144.3832,12.802,586.3882,24.6418,611.03,128.9561,0.0211,0.5496,,,,8.9935,1512.8267,10.7456,1523.5723,27.9182,71.971,8937.5,866,9803.5,670,57.4839,7688.5967,1106.1663,8488.8088,438.6815,15.7191,23.0023,1106.7889,1129.7912,206.1508,3.23,17.5927,139.4848,157.0775,33.9287,0.0141,0.2575,0.4146,0.836,0.1217,0.7026,13.6055,34.2751,66.8346,10.1589,1.6768,146.4795,63.4745,209.954,13.0204,1.0924,0.7972,103.1715,103.9688,12.662,8.6513,59.222,297.666,356.888,66.4249,4.7623,88.0921,105.9422,254.2612,22.1301,19.2768,5.0431,2739.2045,2744.2476,319.3999,4.679,6.8656,19.5239,26.3895,23.6003,2.911,416.5014,1.19,417.6914,24.7918,0.6563,92,7,99,2,0.8381,47.1233,5.8119,52.9351,12.5662,46.5114,5742.2519,51.0352,5793.2871,460.7155,84.8552,299.1069,4344.1403,4643.2472,131.7529,10.8697,1010.7002,325.0142,1335.7144,132.8531,1.2436,84.9222,36.9514,138.7422,21.6131,2.8277,72.8234,180.2379,254.8819,45.5146,14.7215,2875.2298,19.9925,2895.2223,248.8562,2.3394,0.9768,9.4747,10.4515,22.4658,7.7864,952.0438,27.8792,993.2775,46.346,15.1477,771.4074,1183.072,1954.4794,303.3708,0.3905,4.542,11.0219,15.5639,5.5564,11.6452,714.2125,91.9168,806.1293,113.3759,9.9161,619.472,74.0914,693.5634,96.8865
2,2022,2/1/2022,1.4729,0.159,8.2664,8.4254,2.8615,1.7579,84.1406,97.0853,181.2258,27.1839,2.2871,398.5605,4.6056,403.1661,7.7055,34.8286,4499.936,27.3494,4527.2854,133.45,7.8025,951.298,9.6523,960.9502,125.6014,0.0191,,,,,8.7464,1169.7164,9.8486,1179.565,19.1937,64.4,8012,1049,9061,550.5,47.7857,8988.1133,768.1658,9937.3283,418.621,14.4574,14.6381,1177.6195,1192.2576,205.3228,2.3643,14.6209,56.656,71.277,26.5004,0.0128,0.0454,,,,0.5014,18.4102,,,,1.4089,273.5798,2.7358,276.3156,8.944,1.0563,1.2156,94.1102,95.3258,9.411,2.8446,36.4455,190.6995,227.1449,43.3673,3.7379,31.8091,173.5044,205.3135,24.5798,16.8132,6.4396,2064.1687,2070.6083,306.2941,2.525,3.6677,3.2816,6.9493,16.408,2.5411,581.7545,0.9729,582.7274,36.1089,0.5409,65,7,72,1,0.7368,21.6597,3.0091,24.6687,1.6465,42.8368,6436.8864,47.4349,6484.3214,235.5587,77.3891,200.5089,3811.4089,4011.9177,82.8531,9.1744,1490.9467,9.1393,1500.086,131.9296,0.9327,110.1426,23.7111,133.7733,19.4644,1.8786,78.8365,78.2738,177.895,44.8295,12.9151,3085.0816,23.5522,3108.6338,236.8233,0,0,0,0,0,6.7304,613.974,69.9655,733.2673,78.0531,11.7932,208.1849,928.6573,1147.8713,132.2767,0.3111,3.5655,8.9137,12.4791,2.7335,9.1161,724.1613,160.59,884.7513,111.3244,6.9314,718.0145,25.682,743.6965,72.2897
3,2022,3/1/2022,1.275,0.296,18.9432,19.2392,18.9432,1.6984,103.5576,84.1406,187.6982,28.4783,2.3374,416.2743,8.5912,424.8655,12.3997,34.0032,4863.3717,15.7674,4879.1392,186.7027,7.591,1241.3384,7.3857,1248.7241,136.9843,0.0169,,,,,9.4774,1330.0112,21.5745,1351.5857,31.4155,62.5065,7115,990,8105.5,536,46.6452,9144.56,540.8765,9810.3415,148.8641,13.2361,23.9921,1061.9537,1085.9458,189.6132,1.6939,3.2299,91.1001,94.33,34.7837,0.0118,,,,,0.4903,49.962,,,,1.3965,236.184,1.3777,237.5617,9.349,1.0689,1.3839,96.4569,97.8409,10.4845,2.0661,17.447,104.7233,122.1702,16.8226,3.2024,26.5609,122.5886,149.1494,27.5824,14.661,3.7712,1721.418,1725.1892,270.8243,2.4413,2.9866,0.672,3.6586,24.266,3.9468,674.487,2.3982,676.8852,71.9453,0.5114,25,17,41,11,0.8516,18.7373,1.9288,20.6661,2.0666,45.9313,6360.9764,47.9673,6408.9437,114.7432,75.6864,97.0175,3291.9202,3388.9377,164.2242,9.444,1108.1509,156.6144,1264.7653,127.4616,0.9007,81.0214,52.5737,126.5273,19.978,1.9197,79.485,94.0194,188.0388,54.8447,12.7268,3240.4558,17.4527,3257.9085,212.812,0,0,0,0,0,6.6601,584.5827,166.6411,692.6092,30.83,8.3484,46.4325,798.2339,844.6664,109.9605,0.2832,3.2816,20.7834,24.065,2.844,8.791,808.4703,187.3916,995.8619,133.4269,6.8877,716.9124,19.8296,805.8606,36.6104
4,2022,4/1/2022,1.1915,0.2029,1.623,1.8259,16.6358,1.682,214.9123,46.775,261.6873,34.1331,2.4307,309.3102,73.8908,383.201,39.523,34.2167,4375.9615,23.0025,4398.964,177.8657,8.0642,1185.6557,12.8719,1198.5276,136.3197,0.0163,1.3584,0.7436,2.2175,0.2887,7.96,1123.2366,33.1566,1156.3932,31.4155,63.7133,6669,979,7648,517,48.3333,10140.015,551.4745,10691.4895,507.0008,13.9256,20.1092,1057.5877,1077.6968,164.9375,1.963,42.5569,31.1392,73.6961,28.0253,0.0128,0.0151,,,,0.492,23.9307,,,,1.4773,295.5707,0.6223,296.1929,15.5564,1.0799,0.8677,59.1596,60.0272,12.6207,3.9593,2.5017,98.7872,101.2889,3.3026,2.6729,47.6893,67.0127,119.8782,4.3931,14.14,12.3951,1707.8109,1720.206,263.3327,3.7777,2.9676,0.8037,3.7713,37.1591,2.3577,387.584,0.9593,388.5433,19.3792,0.5094,14,31,46,12,1.141,81.0747,0.4826,81.5573,3.3202,43.9876,8076.5844,117.0277,8193.6121,226.4475,73.9997,107.4844,3291.1823,3398.6667,102.2934,9.7954,1614.4617,12.746,1627.2077,182.2862,0.9622,43.3947,74.8673,111.9754,18.5541,2.164,79.9392,145.344,225.2832,43.6032,13.2867,2993.4713,21.9483,3015.4196,229.8699,0,0,0,0,0,7.2456,795.6206,37.9716,792.3288,21.8425,10.4383,117.0037,677.1138,691.4283,155.3243,0.268,2.9637,11.8546,14.8183,2.4697,8.1363,636.9606,165.8625,802.8231,122.8119,6.7933,654.1048,16.7685,670.8733,51.1656
5,2022,5/1/2022,0.9824,0.1455,12.2248,12.3703,13.3891,1.6048,94.8143,113.7771,208.5914,30.3406,2.1135,240.726,85.8589,326.5849,54.5646,31.9806,4254.6428,30.7831,4285.4259,174.4999,6.8446,1137.6504,11.9752,1149.6256,128.1598,0.0161,,,,,7.9903,939.8723,41.881,981.7533,24.6536,58.3581,7151,838,7989,513.5,44.3226,10166.51,317.7508,10851.4058,696.44,12.7079,12.2729,1096.2647,1108.5376,190.8036,0,0,0,0,0,0.013,,,,,0.4645,13.3437,,,,1.3952,257.7964,2.4727,260.2691,12.1006,1.058,1.6787,67.9483,69.627,10.7918,0,0,0,0,0,0,0,0,0,0,14.5842,11.7942,2027.2271,2039.0213,305.9472,0,0,0,0,0,2.4735,443.2614,1.3569,444.6183,51.5631,0.4902,20,24,44,9,0.9065,92.4297,2.1234,94.5531,2.3732,41.6326,6843.8856,90.1095,6933.9951,176.8011,70.3482,154.2173,2967.2969,3121.5142,54.7988,9.427,1453.0524,74.2999,1527.3523,147.2111,0.8987,78.1207,57.7742,128.3872,19.9,1.8423,199.7723,59.2428,261.7706,39.9545,12.1224,2683.2792,19.7236,2703.0028,206.1175,0,0,0,0,0,7.0677,1365.1259,52.7005,1207.762,14.2727,13.3081,20.3039,609.5364,632.9816,226.7349,0.2518,2.6798,8.0393,10.7191,2.3225,7.6897,513.8175,211.044,724.8616,112.9482,5.4616,639.6208,13.844,676.2379,28.7338
6,2022,6/1/2022,0.7636,0.1476,12.9901,13.1377,9.1521,1.5543,118.092,57.8651,175.9571,28.3421,2.0607,379.7112,92.9766,259.8951,45.0907,29.3067,3718.6717,130.8366,3849.5083,116.3555,6.1909,1122.9626,25.7597,1148.7223,138.3968,0.0149,,,,,6.8733,1216.4422,31.3455,1247.7877,29.4927,53.6833,5919.5,540.5,6460,555,42.9333,8711.1775,506.6223,9217.7998,770.626,10.9118,11.2883,1017.9871,1029.2754,194.8625,0,0,0,0,0,0.0136,,,,,0.4867,54.5948,,,,1.3593,238.3793,2.0288,240.4081,12.6798,0.9988,1.2676,18.6411,19.9087,6.338,0,0,0,0,0,0,0,0,0,0,16.9357,15.1442,2369.5614,2384.7056,351.7915,0,0,0,0,0,2.4197,443.2614,16.2831,459.5444,55.1815,0.4817,11,21,31,1,0.904,42.0816,5.4871,47.5687,3.053,43.3883,7197.8399,48.9874,7246.8272,427.5952,65.7792,77.1643,2584.5199,2661.6842,50.4988,8.8351,1186.3174,95.171,1281.4884,148.8934,0.9026,91.3043,42.1952,137.1343,21.0976,1.865,158.0439,39.1369,220.5898,30.5979,11.4807,2468.1436,24.6035,2492.7471,205.2053,0,0,0,0,0,7.117,1140.8073,30.7275,1345.2883,17.1598,9.2253,5.2786,147.8008,153.0794,89.2335,0.2531,2.6003,19.0688,21.6691,2.3403,7.512,789.8046,124.5606,914.3652,131.6518,5.8913,643.6685,10.3609,735.4344,16.2746
7,2022,7/1/2022,0.7432,1.031,10.8259,11.8569,7.7328,1.5294,253.8978,1.5352,255.433,4.8418,2.0071,184.5566,92.9766,259.8951,28.0847,28.4129,3114.2602,247.1908,3361.4509,88.5788,5.903,1015.7772,204.9018,1220.679,114.2497,0.0186,0.9054,,,,6.6194,785.6525,105.4312,882.17,17.3221,52.5484,5841,548,6389,622.5,41.8387,9072.645,482.5875,9555.2325,669.7558,10.7905,14.6543,1048.445,1063.0993,147.5472,0,0,0,0,0,0.0123,0.0541,0.7835,0.8766,0.2525,0.4761,30.9992,0.6813,46.6691,8.0053,1.3161,212.4142,4.5253,216.9395,5.0795,0.9972,1.1605,30.1725,31.333,12.7653,0,0,0,0,0,0,0,0,0,0,16.0171,4.9683,2089.6228,2094.5911,319.3692,0,0,0,0,0,2.4255,320.211,31.1316,351.3426,22.2369,0.4855,25,19,45,1,0.9961,199.4846,2.6321,202.1167,3.9712,41.72,7252.5521,57.5152,7310.0672,263.0499,67.5556,79.0316,2665.8321,2744.8638,79.3403,8.4239,1279.3502,42.4147,1321.765,90.9359,0.8715,18.3691,72.2557,82.34,16.6502,1.7235,134.5832,49.6365,219.9085,27.6456,10.9039,2190.8337,51.2319,2242.0656,216.9607,0,0,0,0,0,7.1813,1052.0764,112.1815,1030.3647,17.7876,7.3219,12.0529,452.508,464.5609,147.7791,0.3013,3.168,17.9523,21.1203,2.7456,7.3294,510.5473,198.9245,709.4718,105.3252,5.6613,707.3166,18.4663,791.3633,31.794
8,2022,8/1/2022,0.6709,0.5026,11.9379,12.4405,13.8228,1.5374,200.0373,32.5775,232.6147,21.7183,2.021,93.111,100.0943,193.2053,4.19,29.0194,3188.8928,283.6744,3472.5672,103.3714,5.9547,787.4303,118.1763,905.6066,119.6099,0.0213,0.1438,,,,5.9129,711.0312,164.1555,875.1866,14.2013,52.7032,6269.5,790.5,7060,545.5,42.4516,10798.605,500.1878,11298.7928,766.4625,11.7731,11.7269,1103.8271,1115.554,195.8744,0,0,0,0,0,0.0143,,,,,0.4697,24.1767,,,,1.3065,247.9932,1.8123,249.8055,11.4458,0.9901,1.3371,43.2588,44.5959,10.2248,0,0,0,0,0,0,0,0,0,0,16.6352,17.2382,2318.8613,2336.0995,351.432,0,0,0,0,0,2.4326,263.436,61.7712,325.2072,40.878,0.4879,18,17,35,6,0.9045,48.3269,27.9787,76.3056,4.7237,42.091,7770.7564,116.9363,7887.6927,266.006,58.2524,73.5117,1645.6712,1719.1829,44.1668,8.3283,1339.4926,39.9276,1379.4202,112.6219,0.8794,36.7562,65.3291,97.9937,20.5787,1.7852,188.0811,47.691,260.7108,40.0604,11.1739,2252.2643,49.8954,2302.1596,212.3453,0,0,0,0,0,7.2986,1255.2637,29.1318,1144.0404,20.3545,8.8697,18.5166,407.3652,425.8818,202.3408,0.2777,3.3724,20.2346,23.607,2.8104,7.26,604.2147,124.7725,728.9872,98.5103,5.2071,595.6076,6.8488,602.4564,162.7701
9,2022,9/1/2022,0.82,0.444,6.0677,6.5117,11.0995,1.518,119.9088,28.3421,148.2509,19.0764,1.9707,180.7338,58.5577,239.2915,24.5798,28.8033,3308.7902,180.2805,3489.0707,99.2728,5.8626,927.6231,83.9946,1011.6177,124.5695,0.0231,,,,,6.2067,577.6667,156.8126,734.4793,7.6495,52.9067,5793,764.5,6558,548,42.6667,8151.9438,720.2855,8897.778,652.1555,11.0312,10.4234,893.9243,904.3477,176.7138,0,0,0,0,0,0.0127,,,,,0.4683,42.8084,,,,1.2963,254.8062,1.7986,256.6048,9.4928,0.971,1.3168,41.3852,42.702,12.0393,0,0,0,0,0,0,0,0,0,0,16.3957,8.6854,2280.0462,2288.7316,342.1159,0,0,0,0,0,2.45,187.5846,75.9271,263.5117,41.09,0.4841,25,17,41,2,0.864,29.9394,2.0818,32.0211,6.056,42.2711,7426.6621,198.1656,7624.8276,165.1992,59.8123,88.4901,2325.963,2414.4531,47.0464,8.2949,1043.691,163.294,1206.985,128.204,0.8727,37.7099,61.5592,104.3267,19.7638,1.7897,138.9794,88.569,265.707,38.1528,11.5092,2434.1411,124.5281,2558.6692,227.2518,0,0,0,0,0,7.1928,1351.0426,2.7751,1379.3412,31.3631,9.054,27.4431,597.9376,625.3808,245.374,0.2775,3.2135,19.2808,22.4943,2.6779,7.3087,581.1451,185.624,766.7691,104.7669,5.4123,641.179,14.0953,655.2743,189.3333
