Month,Year,Date,American Canyon,American Canyon,American Canyon,American Canyon,American Canyon,Benicia,Benicia,Benicia,Benicia,Benicia,Burlingame,Burlingame,Burlingame,Burlingame,Burlingame,CCCSD,CCCSD,CCCSD,CCCSD,CCCSD,CMSA,CMSA,CMSA,CMSA,CMSA,Port Costa,Port Costa,Port Costa,Port Costa,Port Costa,Delta Diablo,Delta Diablo,Delta Diablo,Delta Diablo,Delta Diablo,EBDA,EBDA,EBDA,EBDA,EBDA,EBMUD,EBMUD,EBMUD,EBMUD,EBMUD,Fairfield-Suisun,Fairfield-Suisun,Fairfield-Suisun,Fairfield-Suisun,Fairfield-Suisun,Las Gallinas,Las Gallinas,Las Gallinas,Las Gallinas,Las Gallinas,Paradise Cove,Paradise Cove,Paradise Cove,Paradise Cove,Paradise Cove,Tiburon,Tiburon,Tiburon,Tiburon,Tiburon,Millbrae,Millbrae,Millbrae,Millbrae,Millbrae,Mt View,Mt View,Mt View,Mt View,Mt View,Napa,Napa,Napa,Napa,Napa,Novato,Novato,Novato,Novato,Novato,Palo Alto,Palo Alto,Palo Alto,Palo Alto,Palo Alto,Petaluma,Petaluma,Petaluma,Petaluma,Petaluma,Pinole,Pinole,Pinole,Pinole,Pinole,Rodeo,Rodeo,Rodeo,Rodeo,Rodeo,SFO Airport,SFO Airport,SFO Airport,SFO Airport,SFO Airport,SFPUC Southeast Plant,SFPUC Southeast Plant,SFPUC Southeast Plant,SFPUC Southeast Plant,SFPUC Southeast Plant,San Jose,San Jose,San Jose,San Jose,San Jose,San Mateo,San Mateo,San Mateo,San Mateo,San Mateo,SMCSD,SMCSD,SMCSD,SMCSD,SMCSD,SASM,SASM,SASM,SASM,SASM,SVCW,SVCW,SVCW,SVCW,SVCW,Sonoma Valley,Sonoma Valley,Sonoma Valley,Sonoma Valley,Sonoma Valley,South SF,South SF,South SF,South SF,South SF,Sunnyvale,Sunnyvale,Sunnyvale,Sunnyvale,Sunnyvale,Treasure Island,Treasure Island,Treasure Island,Treasure Island,Treasure Island,Vallejo,Vallejo,Vallejo,Vallejo,Vallejo,West County,West County,West County,West County,West County
10,2017,10/1/2017,1.0602,0.846,9.3064,10.1524,2.5381,1.7645,210.0518,37.3242,247.3761,4.4043,2.6435,465.0364,8.8342,473.8706,65.8962,31.2129,3385.1444,322.5227,3707.6671,83.9308,6.689,805.024,102.0241,907.0481,109.0195,0.0117,,,,,9.6323,1435.3227,31.9885,1467.3113,48.5478,55.0032,7275.8889,558.9143,7834.8033,528.3851,45.3871,9321.926,742.4431,10064.3692,897.5183,11.7674,1.9394,915.7072,917.6466,208.161,0,0,0,0,0,0.0131,,,,,0.5288,,,,,1.4313,270.2776,0.4717,270.7492,7.9493,1.1541,1.6096,97.4248,99.0345,17.367,0,0,0,0,0,3.4007,2.3784,129.7332,132.1117,2.8109,14.221,2.0152,1669.7021,1671.7172,308.9002,4.7042,6.0538,1.3888,7.4426,30.2691,2.2863,246.9974,44.2892,291.2865,22.9963,0.5124,5.9052,25.5893,31.4945,11.0231,1.1513,268.4946,4.4119,272.9065,29.8327,58.5839,8667.7332,680.1342,9347.8674,221.2472,84.7516,116.847,4718.4481,4835.2951,101.4731,9.0155,1253.4898,109.1634,1362.6532,132.0348,0.979,115.0005,21.5162,136.5167,18.9194,1.8226,46.2311,127.303,173.5341,38.8609,12.7016,2799.3222,15.9105,2815.2327,230.1444,0,0,0,0,0,6.9591,730.2041,62.2486,792.4527,153.6906,12.1781,523.7915,928.4981,1452.2895,450.9814,0.2517,2.8845,14.807,17.6914,3.846,7.9535,859.677,91.671,951.348,76.5313,8.0419,616.0928,130.5812,746.6739,72.428
11,2017,11/1/2017,1.457,1.9381,24.7111,26.6492,15.9895,1.9163,192.904,43.9658,236.8698,13.0899,2.9743,21.4632,81.458,102.9212,57.2352,34.9,3856.8494,282.0524,4138.9019,124.7192,8.6925,815.7105,116.5539,932.2645,108.7572,0.0151,,,,,10.55,1490.6148,11.0628,1501.6776,157.8701,64.09,8276.3607,1130.6801,9407.0408,607.992,52.4667,12750.7414,866.8566,13617.598,1709.8652,13.3107,7.913,1283.1938,1291.1068,220.9519,2.4124,63.2168,230.5422,293.759,39.565,0.0138,,,,,0.6057,52.9956,0.424,53.4196,6.7834,1.6313,268.7634,0.3494,269.1128,13.9757,1.2409,1.7417,174.17,175.9117,29.0283,10.1937,18.1324,317.4785,335.6109,23.6095,4.0297,14.7279,178.5195,193.2473,3.2729,17.5363,2.1324,1975.9409,1978.0734,329.492,5.4087,8.6655,1.6156,10.2811,26.4372,2.5629,221.3513,55.7805,277.1318,33.6454,0.5689,2.7187,25.2448,27.9635,9.9037,1.284,114.6522,2.3674,117.0196,14.4451,63.2519,9393.3944,494.9713,9888.3657,317.1162,91.1137,137.943,5444.9636,5582.9067,201.0076,10.306,777.5742,621.2371,1398.8113,167.9014,1.1097,91.637,24.9382,116.5752,19.3964,2.229,67.0432,128.0601,195.1033,45.951,14.354,2966.6074,62.0017,3028.6091,210.0681,0,0,0,0,0,7.6823,1079.8114,10.8566,1090.668,205.4178,12.3883,453.3177,774.4474,1227.7652,292.8446,0.267,2.9185,6.8975,9.816,3.2785,8.942,737.377,73.7222,811.0992,98.1876,9.1193,1057.0351,151.2173,1208.2524,198.5139
12,2017,12/1/2017,1.379,2.1713,33.1124,35.2837,40.1692,2.0326,215.9192,15.3233,231.2425,30.6466,2.6516,205.1687,105.6619,310.8306,49.2405,33.8355,3566.8202,363.0359,3929.8561,147.9565,7.5434,720.254,261.3631,981.6171,106.5585,0.0118,0.3042,0.5915,0.8957,0.2588,10.071,1471.1768,12.8041,1483.9809,50.6487,60.2903,7852.888,766.6949,8619.5829,549.6401,46.1613,9546.4003,593.1722,10139.5724,1015.4336,12.6906,7.81,1267.9954,1275.8055,231.7895,2.0229,61.207,224.7082,285.9151,36.0453,0.0137,,,,,0.5577,,,,,1.4348,295.6397,0.2956,295.9354,7.5254,1.1831,1.2383,128.0979,129.3362,15.3718,5.2852,48.7749,195.4084,244.1833,28.7948,3.6715,3.1396,156.9805,160.1201,3.5677,17.4429,4.219,1969.1651,1973.3841,316.036,3.1461,3.3343,3.4772,6.8114,11.3127,2.3502,364.2388,4.5096,368.7484,19.9464,0.5221,4.0542,30.8889,34.943,10.425,0.9946,227.3928,21.6336,249.0263,35.5752,56.0806,8601.0534,641.1729,9242.2263,498.3157,88.9223,153.6405,4691.8882,4845.5287,325.6903,9.3416,983.2103,233.2904,1216.5007,123.1958,0.9506,69.6514,51.1029,120.7543,18.927,1.9077,46.4544,125.9781,172.4325,40.1555,13.3784,2648.8935,16.4587,2665.3522,201.5489,0,0,0,0,0,6.9611,1113.022,10.0652,1123.0872,135.4435,9.1468,404.0422,651.9424,1055.9846,165.8715,0.2594,2.7551,9.8526,12.6077,1.113,7.8748,814.6749,53.5297,868.2046,58.1948,8.1571,866.5916,41.8457,908.4373,76.5086
1,2018,1/1/2018,1.7466,18.6469,84.5325,103.1794,68.3719,2.1971,202.3486,7.5515,209.9001,12.5486,3.1765,221.7866,107.7249,329.5115,28.1986,39.2129,3756.7748,251.7124,4008.4872,123.0663,13.0616,1194.4198,25.5437,1219.9635,87.2711,0.0182,,,,,8.6355,1356.8009,45.8223,1402.6232,39.5574,67.6516,9418.7471,937.0758,10355.8229,529.1611,62.2581,11002.2651,303.2105,11305.4756,1196.5649,15.389,9.736,1561.0043,1570.7404,259.9188,2.888,77.0817,158.5204,235.6022,21.2304,0.0141,,,,,0.7884,,,,,1.8594,252.6376,0.6988,253.3364,3.8164,1.3679,1.0596,146.3322,147.3919,14.1286,9.7413,193.6569,255.0046,448.6615,93.9101,5.1135,92.9694,109.2391,202.2085,10.2266,20.7552,8.3818,2250.6474,2259.0292,352.0396,6.8881,5.2057,2.169,7.3747,18.8706,2.8133,340.4135,23.6398,364.0533,34.9869,0.6681,2.6006,31.2068,33.8074,7.8017,1.2532,204.0406,3.4659,207.5065,22.6935,60.35,7959.2161,239.0361,8198.2522,209.111,96.1613,326.5752,5681.7124,6008.2876,143.9418,12.7794,1517.0691,67.5355,1584.6046,147.3391,1.4239,39.2432,56.6175,95.8607,6.8289,3.2342,74.0424,167.8295,241.8719,46.8935,16.6836,2924.5448,14.1695,2938.7143,196.9968,0,0,0,0,0,8.6418,1256.8187,48.2014,1305.0201,125.3654,15.8003,549.9194,1484.3632,2034.2827,322.8165,0.3472,4.0939,6.5049,10.5988,2.7141,10.4974,771.1995,82.2719,853.4714,102.8285,12.4539,481.2814,405.7173,886.9987,91.3277
2,2018,2/1/2018,1.4967,7.7052,21.5745,29.2797,10.2736,1.8729,278.6054,22.2802,300.8856,20.1989,2.5457,301.5828,38.4275,340.0103,30.1583,34.8214,3908.7998,188.1197,4096.9195,121.1998,8.1021,1062.0002,18.6469,1080.6471,89.2309,0.0207,2.2777,0.8075,3.0852,0.4452,10.0429,1913.9602,21.6903,1935.6505,45.3112,60.1929,8014.5751,784.6756,8799.2506,484.7205,49.0357,9364.7011,457.6549,9822.3559,1003.131,13.6189,8.6065,1427.2661,1435.8726,241.3306,2.1188,61.7241,184.0492,245.7733,37.8419,0.0139,,,,,0.5336,,,,,1.4482,282.8829,1.0675,283.9504,2.7221,1.2299,0.5013,123.0558,123.5571,13.6729,5.8793,46.0566,240.7742,286.8307,10.908,3.8464,12.9427,163.6428,176.5855,2.9753,19.3339,3.914,2185.3303,2189.2443,352.8937,3.5668,3.5101,6.6151,10.1252,10.6652,2.4035,300.5532,19.1261,319.6793,21.8584,0.5415,0.636,30.7753,31.4113,8.0016,1.1168,137.4554,3.8225,141.2779,7.7222,53.7919,8118.2408,211.2238,8329.4646,238.8292,89.9854,184.5569,4986.173,5170.73,138.5364,9.9343,1459.4723,2.5875,1462.0598,150.7838,0.9857,25.6697,82.7261,108.3959,18.5485,1.9761,45.7201,104.9313,150.6513,42.722,14.1804,2626.4362,16.5903,2643.0265,213.0079,0,0,0,0,0,7.2312,1166.1822,3.9273,1170.1094,107.9863,9.4254,61.4711,885,946.4711,144.0068,0.301,3.7248,4.4946,8.2195,3.9359,8.4636,770.9535,94.546,865.4995,125.9422,9.0354,719.9831,225.6307,945.6137,99.1491
3,2018,3/1/2018,2.0585,6.5904,17.794,24.3844,20.4302,2.4739,237.1175,81.0151,318.1326,37.5436,3.4797,396.1421,2.275,398.4171,4.4142,46.229,4223.2366,220.5298,4443.7664,153.8832,18.5032,916.3913,64.3404,980.7317,39.9344,0.0258,0.9318,,,,11.0774,1724.1967,26.3331,1750.5298,47.6014,72.4452,8549.4016,1111.9991,9661.4007,615.0518,72.4839,10717.9816,945.4037,11663.3852,1106.2832,17.5632,12.0194,1394.0871,1406.1065,248.7689,3.9569,115.8981,195.9512,311.8493,27.993,0.0164,,,,,0.8661,,,,,1.9348,249.0415,0.8108,249.8523,7.5292,1.6078,1.6414,139.2724,140.9139,10.9428,12.8684,36.2658,261.645,297.9108,51.358,6.4615,46.5301,151.2229,197.7531,5.1516,21.1932,22.8102,2532.7544,2555.5646,384.4518,5.8571,5.1955,1.7872,6.9827,37.4073,3.3387,241.5085,49.3995,290.908,18.662,0.8738,23.3938,30.4119,53.8057,2.7293,1.2616,143.8073,14.8766,158.684,10.4136,60.4443,8106.5022,358.8665,8465.3688,160.0076,97.9994,268.8058,4953.0804,5221.8862,260.0752,13.1674,1421.0013,3.9175,1424.9188,93.3745,1.5603,63.7083,141.6572,205.3655,31.4794,3.6787,12.454,124.5397,136.9936,30.2453,17.4969,3865.7767,33.6521,3899.4288,314.7098,0,0,0,0,0,8.8138,1144.3111,23.5361,1167.8472,171.5827,12.4623,7.0266,815.6136,822.6403,146.9083,0.3851,3.8395,4.7521,8.5916,3.3499,13.0961,948.3828,175.8121,1124.1949,129.6348,15.9623,721.5919,217.6416,939.2334,98.5567
4,2018,4/1/2018,2.0132,5.4896,48.4914,53.9809,30.1927,2.5347,280.4981,10.2849,290.7831,21.5049,3.0057,395.5743,12.5959,408.1702,21.8607,42.1,3771.6254,273.9537,4045.579,135.6533,12.7054,735.6377,221.7805,957.4182,100.6518,0.0292,0.6176,,,,11.3533,1853.2286,23.6228,1876.8514,81.8025,71.86,7982.967,1372.4725,9355.4394,569.097,67.0667,9704.2514,605.664,10309.9154,1098.1445,17.592,9.7542,1517.3965,1527.1507,249.2818,2.807,36.4994,214.8048,251.3042,35.0225,0.0147,,,,,0.7897,,,,,1.5653,255.9687,0.8881,256.8568,6.2686,1.5461,5.0592,123.8924,128.9515,8.6186,10.6603,114.2827,209.0964,323.3792,60.7027,5.2832,12.6962,273.4573,286.1535,3.3206,21.182,15.5765,2428.9398,2444.5162,386.9413,8.5837,5.8201,3.6317,9.4518,58.2005,2.863,233.4835,53.5066,286.9901,27.2397,0.7334,0.456,29.7888,30.2448,5.7754,1.183,39.2061,33.709,72.9151,51.86,60.5739,7379.3231,284.0574,7663.3805,199.5397,91.695,229.004,4673.2222,4902.2262,117.2735,11.848,1321.4585,5.1338,1326.5923,90.0036,1.554,74.1711,41.9725,116.1436,20.3503,3.29,11.9808,143.7695,155.7503,36.7411,15.4889,2655.94,29.2162,2685.1561,256.462,0,0,0,0,0,8.8192,1119.8127,3.2522,1123.0649,124.9922,11.797,4.9909,1028.2509,1033.2418,233.3474,0.4183,3.6567,4.5709,8.2276,3.5226,12.166,1410.3151,135.7884,1546.1035,182.2632,13.0033,602.488,211.0152,813.5033,106.1218
5,2018,5/1/2018,1.2739,2.6846,33.1101,35.7947,21.9243,1.9684,254.3789,22.5307,276.9096,10.1752,2.5597,345.7963,22.2298,368.0261,21.7358,34.7226,3510.4172,292.4112,3802.8284,132.4207,7.8422,827.5881,184.3273,1011.9155,104.851,0.0151,0.2963,,,,10.2065,1768.6146,17.6021,1786.2167,75.1402,59.5065,7621.802,972.1286,8593.9305,496.7959,48.5161,9617.5658,621.9412,10239.507,685.9145,12.7555,7.2861,1365.6209,1372.907,211.7799,0,0,0,0,0,0.0136,0.0149,2.0721,2.087,0.7262,0.5455,57.2352,0.3392,57.5744,8.9033,1.3429,264.978,0.899,265.877,2.7444,1.2645,2.6939,103.6821,106.376,11.7821,0,0,0,0,0,1.4521,9.6079,96.0789,105.6868,0.1858,19.8245,72.6831,2226.383,2299.0661,393.3138,0,0,0,0,0,2.4468,296.7754,25.0404,321.8158,31.5324,0.5492,3.1616,27.6637,30.8253,8.2991,1.1697,25.2486,48.3017,73.5503,37.324,53.3245,8434.6605,291.4207,8726.0812,276.016,88.1971,177.0556,4814.2263,4991.2819,181.576,10.3552,1254.0803,132.4398,1386.5201,112.9904,1.039,164.8352,1.287,166.1223,24.9836,1.8848,31.5362,158.4568,189.993,44.0923,13.2203,2609.3731,16.6756,2626.0487,271.8803,0,0,0,0,0,7.3888,1063.0868,17.6659,1080.7526,137.5824,9.8242,11.0314,388.2813,399.3128,150.9966,0.3635,3.6681,8.7911,12.4592,3.558,8.5142,846.3019,83.4028,929.7046,92.8275,8.8268,676.5645,245.2939,921.8585,145.03
6,2018,6/1/2018,1.1032,0.8812,38.7746,39.6559,39.6559,1.897,261.7983,40.3796,302.1779,6.4072,2.442,377.0258,16.2121,393.238,6.8807,31.5567,3335.1503,333.1324,3668.2828,113.5742,7.2114,873.9491,93.3449,967.2941,103.175,0.015,,,,,8.47,1646.7178,25.6063,1672.3242,101.373,55.2,7618.9124,545.3626,8164.275,460.8157,46.0333,9292.2107,408.8232,9701.0339,809.1293,11.6283,5.9658,1065.4008,1071.3666,234.7573,0,0,0,0,0,0.0142,,,,,0.5493,,,,,1.282,243.2498,1.3832,244.633,3.9588,1.2119,5.0717,119.876,124.9477,16.5982,0,0,0,0,0,0,0,0,0,0,18.8897,12.3619,2025.5865,2037.9484,366.0558,0,0,0,0,0,2.2887,338.0362,48.9263,386.9625,38.2515,0.5176,1.3063,20.5282,21.8346,6.1585,1.204,24.8065,48.0746,72.8811,48.0746,53.269,8237.2897,235.0741,8472.3638,326.5555,81.734,305.2225,4466.4048,4771.6273,85.327,9.7303,1418.9042,29.2063,1448.1104,134.9722,1.027,145.5221,0.6689,146.191,23.5868,1.8187,72.869,132.489,205.358,43.7214,12.5983,2565.0128,19.9889,2585.0017,212.4334,0,0,0,0,0,7.2379,749.1933,105.4754,854.6687,128.6169,7.566,13.1505,372.3282,385.4786,193.8719,0.2875,3.8838,5.4891,9.373,4.324,7.9353,709.2704,112.5131,821.7835,117.9531,8.5673,650.521,129.1862,779.7072,76.5124
7,2018,7/1/2018,0.9927,0.3236,20.3879,20.7115,13.2683,1.7855,166.54,57.9559,224.4959,17.3202,2.4681,180.5067,45.6967,226.2033,5.5102,29.9419,3001.3452,362.2682,3332.0833,95.7185,6.5901,786.2412,139.4841,925.7253,114.2548,0.0361,,,,,5.2677,1293.6941,82.6266,1168.7702,25.4352,51.8129,7119.3831,685.7285,7849.4087,497.5761,44.4839,10700.195,499.4308,11199.6258,1179.406,11.1665,6.7434,1036.1564,1228.4657,186.0075,0,0,0,0,0,0.0159,0.0159,,,,,,,,,1.2752,209.9161,0.5806,210.4967,7.5927,1.1741,4.2404,114.8445,119.0849,14.1347,0,0,0,0,0,0,0,0,0,0,18.4826,12.3997,2043.3133,2055.713,359.8106,0,0,0,0,0,2.23,229.9766,76.3851,306.3617,40.2459,0.5182,0.7021,32.0968,32.7989,9.4284,1.0526,82.1648,30.4314,112.5962,29.9242,52.6906,8629.7432,346.1314,8975.8747,338.0894,77.4452,189.2093,3724.6122,3913.8215,75.7753,9.4613,1492.8873,47.1849,1540.0722,136.9602,1.0362,155.8501,9.1567,141.5469,11.8274,1.7352,119.177,34.2543,205.5255,40.42,12.0203,2189.0373,21.3771,2210.4144,258.6781,0,0,0,0,0,7.1489,901.4249,51.9017,1001.6949,122.4372,8.071,4.2,407.5764,411.7764,223.7162,0.286,3.1113,11.3043,14.4156,3.6817,7.8723,636.1222,115.9981,733.7896,106.3169,8.7329,669.5665,71.9018,741.4683,66.8545
8,2018,8/1/2018,0.9861,5.9822,25.1703,32.4564,27.8198,1.7432,211.96,19.2089,231.1689,6.6238,2.5135,358.5152,20.3482,378.8634,80.4237,30.0032,3172.2511,276.9209,3449.1719,113.1337,6.4777,775.7186,110.2197,885.9383,108.267,0.0242,,,,,6.2355,888.3017,69.152,957.4536,23.5806,52.7581,7187.4122,415.4984,7490.6096,532.7577,45.1613,9506.3303,394.2078,9948.494,1350.8665,11.4155,7.573,1492.5201,1500.0932,292.5067,0,0,0,0,0,0.0239,0.0239,,,,,,,,,1.2881,270.249,0.4345,270.6835,11.6578,1.1669,3.5125,105.3744,108.8869,13.6109,0,0,0,0,0,0,0,0,0,0,19.2997,12.1315,2195.1865,2207.318,378.9727,0,0,0,0,0,2.2026,234.0644,79.9581,314.0225,30.7721,0.5137,1.0356,34.5192,35.5548,7.5511,1.1406,48.8424,29.9242,78.7666,60.8628,52.6858,8435.3153,607.0137,9042.329,320.8306,79.0974,162.3725,4088.899,4251.2715,107.8467,9.4555,1367.3407,82.5764,1449.9171,176.8541,0.9648,111.4486,13.4648,160.353,19.9931,1.7519,132.5867,42.8765,210.3627,36.847,12.3724,1940.2249,12.3148,1952.5397,215.5715,0,0,0,0,0,7.151,913.4888,31.7078,1019.0715,112.5731,8.4171,7.6716,417.4391,425.1108,198.8766,0.3007,3.2589,5.9203,9.1792,3.5848,7.7816,737.9615,66.5933,804.5547,105.6318,8.6519,743.6579,64.2882,807.9461,70.7133
9,2018,9/1/2018,1.1081,4.7555,25.7588,30.5143,21.3996,1.7217,78.5766,64.8257,143.4023,7.8577,2.4673,569.9075,9.0462,578.9536,17.4591,29.9533,3237.8026,247.0252,3484.8278,123.8043,6.5522,813.3868,165.8252,979.212,131.6124,0.0138,,,,,6.9833,1212.4869,40.7645,1253.2514,30.5828,55.1367,7044.8691,941.7269,8326.4512,535.2179,45.2667,9750.16,435.275,9993.914,1105.5985,11.4493,6.5617,1186.1433,1192.705,240.3854,0,0,0,0,0,0.024,0.024,2.1404,2.1338,0.2547,,,,,,1.3183,258.6669,1.3187,259.9856,13.1869,1.1416,1.9536,91.1693,93.1229,17.3656,0,0,0,0,0,2.4427,2.4149,107.3275,109.7423,1.3416,20.9293,21.0288,2443.35,2464.3788,414.1685,0,0,0,0,0,2.1947,231.6042,48.7167,280.3209,30.3481,0.5302,0.0742,25.9651,26.0393,3.8948,1.046,63.5842,44.5495,108.1337,35.6396,52.428,9594.7479,423.0396,10017.7875,343.7431,82.9383,219.6676,4379.4081,4599.0757,113.9489,9.4017,1560.9491,15.5306,1576.4798,134.3524,1.0295,80.3476,51.6653,125.8418,16.2377,1.7517,145.8764,27.1006,203.2545,39.2959,12.2303,2206.6679,21.534,2228.2018,228.0835,0,0,0,0,0,7.1242,782.6698,39.0015,1016.3442,134.0089,8.8347,11.1105,325.8166,336.9271,176.0964,0.2922,19.3205,3.2138,22.5343,2.9122,7.587,902.8739,53.959,862.8286,128.584,8.5953,648.995,130.7169,779.7119,111.2563
10,2018,10/1/2018,1.0792,1.0174,15.7698,16.7872,8.9023,1.7326,91.1428,44.2694,135.4122,7.1612,2.4013,312.641,20.545,333.186,17.1506,29.8548,3629.8529,177.5178,3807.3706,118.8842,7.0556,1085.2911,130.6285,1215.9196,143.3639,0.0131,,,,,6.0774,1270.0568,104.466,1374.5228,33.8379,56.2871,7244.6793,848.8998,7720.9458,513.8138,44.5484,9395.127,466.5643,9861.6913,914.9607,11.1574,6.6273,1139.8717,1146.2184,238.3755,0,0,0,0,0,0.0126,0.0229,,,,0.51,50.1891,1.7566,51.9457,6.7562,1.2816,284.8591,1.9886,286.8477,15.0492,1.1067,3.2875,102.4675,105.755,13.6623,0,0,0,0,0,3.098,5.2763,128.69,133.9663,2.9599,21.485,10.2574,2479.4967,2489.7541,426.645,2.71,3.3566,1.3636,4.7202,17.8319,2.2097,135.0488,35.4503,170.4991,19.4133,0.5301,0.5009,30.825,31.3259,8.6695,0.9723,108.9474,16.9568,125.9042,19.9242,53.0032,8607.1297,418.6231,9025.7528,333.3273,85.799,195.4135,5215.2898,5410.7033,98.6917,9.1584,1493.5118,9.0702,1502.582,117.9084,1.0294,41.1248,85.343,135.0136,19.8682,1.8513,86.3094,118.5462,237.0924,57.2973,12.5589,2110.0202,17.6008,2127.621,227.8489,0,0,0,0,0,7.1916,769.1237,45.703,794.2079,110.1919,9.1248,52.233,558.744,610.977,217.0845,0.2827,3.2556,3.9222,,3.2491,7.4535,1097.105,12.6635,1068.1058,150.6619,8.2874,628.5939,116.7218,724.0554,113.7052
11,2018,11/1/2018,1.2564,0.8319,22.4625,23.2944,14.143,1.9257,106.5856,55.9574,162.543,14.6555,2.6183,500.5284,1.3635,501.8919,25.0264,32.5967,3564.3237,180.3917,3744.7154,89.1661,8.9581,800.228,58.5028,858.7308,109.4502,0.0127,,,,,7.7567,1507.6791,26.1808,1533.8599,50.3405,61.32,7207.3781,647.2098,8129.6501,505.7012,51.7,7932.0353,484.2908,8416.326,499.62,12.9833,9.324,1206.8283,1216.1523,271.9144,2.9283,79.5373,254.3369,309.6016,49.9166,0.0162,0.0102,,,,,,,,,1.486,258.137,0.7509,258.8879,17.3656,1.1853,2.2087,91.6803,93.8889,13.3353,8.793,130.0473,118.8282,248.8755,20.651,3.9112,2.0554,154.1555,156.2109,2.5693,21.02,13.987,2350.4472,2364.4341,442.789,5.233,16.6124,1.1176,17.7299,36.2452,2.3397,282.1718,30.6358,312.8075,23.3799,0.5392,9.8107,23.6184,33.4291,9.4474,1.1807,62.6796,24.3754,87.055,22.199,52.133,8417.1057,579.3291,8996.4348,418.8292,87.224,171.3131,5961.4889,6132.802,479.7429,10.202,1311.8924,2.5753,1314.4677,104.659,1.2494,30.8192,83.9157,113.1707,16.5522,2.7133,25.6282,96.6311,122.2593,22.2672,13.7161,2569.0324,13.758,2582.7904,205.1199,0,0,0,0,0,7.9231,1069.2195,30.5662,1368.9743,135.2303,9.266,376.9103,672.7724,1049.6827,251.9521,0.4425,3.134,7.3231,10.457,3.5414,8.5997,1095.3241,6.0734,1101.3975,108.6465,9.8217,1228.5353,89.8044,1318.3397,127.1836
12,2018,12/1/2018,1.5392,5.8478,40.35,46.1978,36.2565,1.9981,203.4816,17.4413,220.9229,57.4109,2.729,501.6639,21.3474,523.0113,12.2748,35.6645,3633.3666,336.1528,3978.1188,75.5192,10.6097,974.43,83.2882,1057.7182,97.0703,0.0176,,,,,8.229,1182.0555,43.2152,1225.2707,28.6752,66.4903,8591.0038,810.3496,9401.3533,576.7394,54.1935,7429.198,468.3938,7897.5918,662.5643,15.1555,8.3168,1436.8996,1445.2163,269.2668,3.1939,83.7281,183.088,284.4178,34.7236,0.0142,0.0469,,,,,,,,,1.4787,292.202,1.3149,293.5169,16.0711,1.2195,6.0867,121.7332,127.8198,9.3641,12.2245,170.5195,311.7969,463.8324,148.2713,4.7059,8.2267,157.2213,165.448,2.925,22.445,10.1096,2418.5015,2428.611,413.5298,6.1,11.3156,10.0923,21.408,10.0923,2.4077,176.4567,31.9303,208.387,36.1316,0.5744,4.0272,40.2724,44.2996,10.9311,1.2455,38.6524,40.7417,79.3942,62.6796,59.4542,10596.6223,316.7383,10913.3605,308.2718,91.2939,185.6259,4631.3122,4816.938,351.7165,10.4497,1320.3708,2.8787,1323.2494,102.6038,1.186,37.2419,59.4888,95.777,10.9826,2.6029,87.2367,131.8694,219.1061,37.5321,14.4522,3380.7408,18.7936,3399.5344,270.7227,0,0,0,0,0,7.8799,1055.5581,20.6549,1142.7541,119.2801,13.1777,574.1845,1123.582,1697.7665,302.7073,0.4162,4,9,14,3,9.0455,726.7162,50.6471,725.2476,113.7203,12.6671,855.0694,127.9008,982.9702,123.9815
1,2019,1/1/2019,1.9776,7.6571,49.0052,56.6622,36.7539,2.4826,245.8736,0.6147,246.4883,21.953,3.589,492.1257,11.0355,503.1612,48.4669,43.0677,3671.9988,303.0503,3975.0491,107.1029,18.6279,1301.4154,39.4595,1340.875,114.2856,0.0224,,,,,9.6355,1758.9841,71.9358,1858.5694,37.6797,72.1581,7739.9465,776.947,8516.8935,543.7153,68.3548,8521.4733,1033.305,10312.611,730.505,19.4426,19.8972,1641.8384,1661.7356,285.654,4.8887,105.3181,183.8526,230.3233,31.582,0.0179,0.0277,1.4431,1.4687,0.1868,,,,,,2.1061,296.7062,0.989,297.6952,17.4981,1.5016,2.7059,138.0579,140.7638,11.0446,15.8581,435.9306,345.3038,781.2344,243.8609,8.5427,111.173,138.9663,250.1393,11.1173,25.1,10.2198,2470.091,2480.3108,384.0706,8.3368,10.0038,27.6771,37.6808,23.6756,3.0842,228.9584,183.088,498.757,63.1338,0.8331,9.5651,36.1922,45.7572,10.0821,1.3232,1.1297,24.1105,25.2402,65.4427,61.6843,8740.3939,289.9156,9030.3095,227.6153,99.951,264.6608,6236.7962,6501.457,372.1191,12.9952,1896.4496,54.536,1950.9856,169.621,1.6021,24.5345,71.2375,94.9028,9.6593,3.8803,78.1792,128.7657,206.9449,29.1256,17.5606,2841.1947,24.3583,2865.5531,338.291,5.5485,0.458,41.6759,42.1339,8.7016,9.8395,1259.2903,19.9782,1265.5239,115.6781,14.9632,641.1412,1036.6699,1677.811,264.0249,0.5412,6.8499,3.2721,10.122,3.0564,11.7516,658.5294,106.2979,690.982,83.0656,17.7645,1015.5155,139.1631,1154.6786,139.2237
